"id","Species","Sepal.Length","Sepal.Width","Petal.Length","Petal.Width"
"S001","setosa",4.74651004767612,3.30153202336238,1.44151069041796,0.23485067916628
"S002","setosa",5.07202224018441,3.67813319722033,1.20814381984841,0.11142547772813
"S003","setosa",5.24104380428053,3.44204880999436,1.58542559265124,0.405402603700097
"S004","setosa",5.47531082705169,3.96021466805863,1.53343394557587,0.272426579234709
"S005","setosa",4.90048145153003,2.80645046673791,1.48637840955451,0.345257761269344
"S006","setosa",5.58062060290296,3.85773375880643,1.87531644292821,0.306099670463552
"S007","setosa",4.85098578259546,3.17240434007987,1.33971339920987,0.106602758113149
"S008","setosa",5.66013213252422,3.70385802139337,1.49439298359402,0.254585604271809
"S009","setosa",4.72957962779023,3.05788149612908,1.1353056534721,0.0178069142041286
"S010","setosa",5.21938312318275,3.54659042393261,1.48249378274421,0.256092830543224
"S011","setosa",5.84358071618154,4.81000440564116,1.70750624319705,0.235595909102058
"S012","setosa",5.17606117520485,3.93674164856588,1.48281148875212,0.295142052212422
"S013","setosa",5.74628440349807,3.95099114561516,1.70801591484494,0.313169943065998
"S014","setosa",5.03586865415284,3.71207289735834,1.5498684310118,0.334673165262845
"S015","setosa",5.20341173825046,3.70595270731827,1.64157402744958,0.260133098680077
"S016","setosa",5.05724556519149,3.6584783758867,1.449731899986,0.158975748703544
"S017","setosa",5.6557427336441,4.48924638540156,1.55145312664127,0.312979755137298
"S018","setosa",4.74407354775399,3.30811194202062,1.43019420743275,0.227089656009545
"S019","setosa",5.25242632777053,4.06496974650641,1.5670330771029,0.176821173538961
"S020","setosa",4.87632461533947,3.27024253415166,1.45247730701486,0.336041677816742
"S021","setosa",4.57767717425877,2.76723102554656,1.39499321308329,0.163731648333296
"S022","setosa",5.09185832562058,3.73136753976741,1.45100715434871,-0.0337076444876883
"S023","setosa",4.50248403777686,3.53960144247244,1.5240541970807,0.220300759092491
"S024","setosa",5.2309623759674,3.45999361054457,1.47517669440223,0.164377787060378
"S025","setosa",5.4431486644295,3.48045938173111,1.5445846637952,0.257812119728103
"S026","setosa",5.17443764199833,3.34142733617206,1.34640058748447,0.18697545751355
"S027","setosa",5.57146950930396,3.81663031019354,1.63598162514894,0.208434857124376
"S028","setosa",4.84299888357368,3.34205383053784,1.44333916888689,0.194726741757716
"S029","setosa",5.1534635275486,3.60226179390117,1.53076860790608,0.1586314539728
"S030","setosa",5.08406889523605,3.5355562749558,1.55287879435968,0.328305307374955
"S031","setosa",4.80490870105223,3.00682671974396,1.61455737347217,0.0689651524927896
"S032","setosa",4.517352775503,3.18370318934844,1.15925471151847,0.232154558371854
"S033","setosa",5.15843124955769,3.33707858705783,1.39573050174733,0.306334822097824
"S034","setosa",5.05235820169977,3.81777636654882,1.39073842419609,0.425824056514679
"S035","setosa",4.94657358417209,3.36893515547805,1.34587995903716,0.141606250136224
"S036","setosa",5.00080492923161,3.83960626391343,1.39633012091333,0.211272317344665
"S037","setosa",5.00952195246673,3.08136747386587,1.40757917391376,0.208380517320118
"S038","setosa",5.1891870311765,3.41750362112934,1.39341859049934,0.256978821029186
"S039","setosa",5.24023819710112,4.05492301495496,1.55064043529043,0.181686479635942
"S040","setosa",5.06737128910224,3.23307835431426,1.68069824157263,0.201797200205276
"S041","setosa",5.09955769117594,3.77787922207968,1.31044078267739,0.133159606833166
"S042","setosa",5.27840945948534,3.79312485288506,1.26015178942244,0.268285490699019
"S043","setosa",5.18002325436471,3.62579755824312,1.47686995586081,0.253560859808291
"S044","setosa",4.79838546667627,3.64691684052279,1.37433045125566,0.105041283321032
"S045","setosa",4.68422061277541,3.31617687849577,1.58894853454508,0.188023484509519
"S046","setosa",5.41778209353835,3.58660936661121,1.46111658684637,0.215771687517734
"S047","setosa",5.56223767288504,3.65618725625557,1.278908021955,0.197214080194359
"S048","setosa",4.61192315901718,2.96451233688884,1.50057584634205,0.364795018301968
"S049","setosa",4.71026383504739,3.04550764673309,1.57423112208484,0.333301640279777
"S050","setosa",5.50849751711296,3.82967906684142,1.54946888115866,0.485083922518117
"S051","setosa",5.58841716825442,4.12217791958078,1.62847222769011,0.151802028363888
"S052","setosa",5.60233029214586,3.68462080724511,1.76546709498962,0.422753181502123
"S053","setosa",5.16730561871441,3.68323045886807,1.8168549236184,0.352441003811412
"S054","setosa",5.28896907287212,3.64227394141007,1.37645314701212,0.396841069328619
"S055","setosa",4.90688554429962,3.18981327346044,1.49660554574988,0.239592811912141
"S056","setosa",4.99580103191492,3.60098193174393,1.5798700625233,0.348585944707319
"S057","setosa",5.06909998165032,3.53708758387622,1.23066774542156,0.0218246726833649
"S058","setosa",5.18957598312568,3.67713034776263,1.3588261270032,0.16181674812321
"S059","setosa",4.4821359945237,2.70893203854974,1.29884424920899,0.159511483459654
"S060","setosa",5.01480581881765,3.38568743952784,1.48776077587713,0.224291933652141
"S061","setosa",4.8027571367844,3.34900389717875,1.45501316443386,0.266819648542273
"S062","setosa",4.64523416020062,3.33468073714813,1.61677545697578,0.114194679573222
"S063","setosa",4.60424781079489,3.00889408606225,1.49313673770374,0.232689355164568
"S064","setosa",5.11680769120645,3.59422428769365,1.40853666407088,0.28043604989304
"S065","setosa",4.80732372754809,3.24469330013386,1.41840816683028,0.260421192751913
"S066","setosa",5.10794419521979,3.39784671017556,1.45272027734354,0.367657482189876
"S067","setosa",4.71093406452586,2.71614832948002,1.32670171834393,0.10826297179482
"S068","setosa",5.29375016299244,3.80675455510466,1.31795735362009,0.271100264118193
"S069","setosa",4.77340886292132,3.22598459632421,1.52582212218277,0.406692008553834
"S070","setosa",4.77517221204482,3.45674558690582,1.35320689878662,0.134287104187227
"S071","setosa",5.10438461691154,3.76979880887002,1.32568053519611,0.186032084580514
"S072","setosa",5.45615731066094,3.67305692351572,1.53984706434351,0.189577623078664
"S073","setosa",5.4866014809713,4.54719400378879,1.45843032434936,0.0666929817652195
"S074","setosa",5.33186427090479,4.28422516607609,1.50449235431118,0.345741306341027
"S075","setosa",5.21091475531749,4.08152918279201,1.31181851443353,0.259968191570295
"S076","setosa",4.882821849281,3.77562707106366,1.77483986286032,0.285955192388196
"S077","setosa",5.30516264211407,3.34173955171396,1.51126616995126,0.281398905284108
"S078","setosa",5.08625980269097,3.72984791486533,1.60560771909384,0.253797934633637
"S079","setosa",4.99843169291639,3.15638390180053,1.6047409537103,0.253937375318558
"S080","setosa",4.92949580628757,3.35327101022508,1.66290033872648,0.300629195100949
"S081","setosa",5.05202605402852,3.25850998671582,1.51301213978419,0.101664205795222
"S082","setosa",5.3822763723082,3.92461491249015,1.33975471314705,0.093947761670958
"S083","setosa",5.51821807842975,4.37653568047671,1.59730313053821,0.244010979841772
"S084","setosa",5.03346411192103,3.58786774053836,1.31265540239302,0.356658373348717
"S085","setosa",4.41658959185469,3.09324855666432,1.18687832979319,0.147108925791427
"S086","setosa",5.38055577755239,3.46572201846225,1.56094083181771,0.179557423764117
"S087","setosa",4.82128304073778,3.2861869980782,1.31110239041733,0.303494026009488
"S088","setosa",5.37258265658574,3.96410260138631,1.57612882109308,0.25358201032469
"S089","setosa",5.3097175492907,4.24117008789902,1.54782167675994,0.230304267868487
"S090","setosa",4.76473035810182,2.9927148418742,1.49220584245728,0.359623126938334
"S091","setosa",5.14383111438554,3.20719030325606,1.52390113537162,0.176555551552964
"S092","setosa",4.65605371626218,3.03992498537327,1.42568088558266,0.190239515140372
"S093","setosa",5.03547748567654,3.50198033445976,1.40927513015153,0.175864429169459
"S094","setosa",5.77117078116816,4.03298821157294,1.71763002914088,0.205243638579143
"S095","setosa",5.24274954184665,3.67450830870883,1.30169420410351,0.214135318209934
"S096","setosa",4.73828856156442,3.54602582007896,1.49240644953113,0.260372949951318
"S097","setosa",5.13144055240856,3.67824109328319,1.66688023180583,0.360381752834238
"S098","setosa",5.20243402045777,3.63349575379754,1.47714479494002,0.338148980771929
"S099","setosa",4.8876936303863,3.1120924912299,1.338766388686,0.263334696318559
"S100","setosa",5.21356860732787,3.32941461047546,1.65557869783277,0.246387799285178
"S101","versicolor",5.95594401202911,2.75043075671566,4.22885838768632,1.38146192716232
"S102","versicolor",6.20926426877674,2.89683124489812,4.50112242064151,1.62508749200108
"S103","versicolor",6.14425236086049,2.80953775191934,3.95617051887878,1.10152632290526
"S104","versicolor",5.11618037580775,2.51781430101619,2.94518560991707,1.03670094806408
"S105","versicolor",5.53568679183426,2.79537184756345,4.44351178226393,1.5722154300148
"S106","versicolor",6.0254883872123,2.28393752957598,4.52868155251267,1.31564970154881
"S107","versicolor",6.71407384361471,2.90835044082736,4.55851535826011,1.33632131114521
"S108","versicolor",6.78839003993388,2.75360174004496,4.94345492324549,1.47332754843797
"S109","versicolor",5.38362687709021,2.60524403096849,3.7346758316659,1.22827976523574
"S110","versicolor",5.56921009278531,2.69545013629099,4.16054354104072,1.33080682958305
"S111","versicolor",6.4357492785014,2.75260118973298,4.34680981812575,1.18133834692725
"S112","versicolor",5.77660425155775,2.60449744952637,4.21435766355692,1.29179017165434
"S113","versicolor",5.27646284390715,2.08354152106287,3.76520216797902,1.04535190972231
"S114","versicolor",5.76337488909678,2.80243139520506,4.30590094632893,1.30790867088864
"S115","versicolor",6.54554527933422,3.22594546171597,5.57724518411498,1.86825757264626
"S116","versicolor",7.07029845632318,3.33380707265884,5.19787957228618,1.60320342900365
"S117","versicolor",6.11780566357542,3.28182163638962,4.30627353913286,1.36020807102724
"S118","versicolor",6.53147004250928,3.01759215873547,3.80612469632581,1.18722838549687
"S119","versicolor",6.62195898895121,2.76955455477243,4.5408064992865,1.38695433970196
"S120","versicolor",5.21615145694535,2.57482510707452,3.92141164944755,1.18899324688652
"S121","versicolor",6.25682972600261,2.99404466294041,4.85556382167158,1.47385263804323
"S122","versicolor",5.46083896354151,3.02981623827391,3.57149019689198,1.28372469123086
"S123","versicolor",5.6586060079553,2.46821111812696,3.78098619845339,1.25090470273526
"S124","versicolor",5.90334043378799,2.65617141343915,4.46792554872988,1.41711544018768
"S125","versicolor",5.72750647735207,2.94092444794386,3.78501640257157,1.3406465002022
"S126","versicolor",5.77251912169557,2.62569238105526,4.13739255862811,1.23304706055658
"S127","versicolor",6.40009200398247,2.7602873918142,4.82160646789159,1.53888782534205
"S128","versicolor",6.20912760449901,2.77684935388003,4.43171961612859,1.51602188556314
"S129","versicolor",5.45262856886669,2.633503587338,3.41880926210003,0.947680541209154
"S130","versicolor",5.52251833469393,2.77225461904682,3.51517317338279,1.04751321132769
"S131","versicolor",5.54628476270597,2.52076841731366,3.75965348552627,1.1238254377819
"S132","versicolor",6.92820660607567,2.67755121727391,5.08907566430564,1.63673212698575
"S133","versicolor",6.49926330128926,2.8993531496653,4.85364730114545,1.56095366421546
"S134","versicolor",4.71785378742658,2.22940204611245,3.96106800603529,1.1567555952961
"S135","versicolor",6.30499782049244,3.43867267392993,4.84677153467593,1.70359383406671
"S136","versicolor",6.461433117431,3.12920713068219,4.5599206310877,1.48596617761505
"S137","versicolor",5.30035847594381,2.64794362662549,3.69310798180887,1.1320770077003
"S138","versicolor",5.65715072017938,2.83855723600398,3.95348894010041,1.07190738924479
"S139","versicolor",5.92740537937011,2.76975278201862,4.10671995640838,1.36417216689633
"S140","versicolor",4.66745756412733,1.91214826223736,3.26340713631311,0.927478016096636
"S141","versicolor",6.46265705909202,2.93742632853868,4.12815842269553,1.35581857069477
"S142","versicolor",6.90200652712078,3.06301446636081,4.73973948587476,1.53793169758152
"S143","versicolor",6.31911443318753,2.40385985546518,4.53470855636073,1.30252593472067
"S144","versicolor",6.41466990862486,2.11480503664179,4.45675001387872,1.09541997577964
"S145","versicolor",6.15296732766879,3.25085707290344,4.55127928638232,1.47906308265325
"S146","versicolor",5.51692533932109,2.33014329396829,3.37409342602307,1.07875045706114
"S147","versicolor",6.06655221122267,2.1939199919546,4.21768101369294,1.15397918224239
"S148","versicolor",6.12726261892591,2.90900150651557,3.8857086283453,1.15700433506098
"S149","versicolor",5.13390746418438,2.45637576767206,3.70576875505576,1.0426060171354
"S150","versicolor",5.49905728062132,2.8012234106436,3.75712854758917,1.13632404323779
"S151","versicolor",6.11900338428151,2.98813111690262,4.52342558614454,1.45174676666085
"S152","versicolor",6.19492528486657,2.8030510593326,4.08398422875105,1.2244991771399
"S153","versicolor",6.0559395979447,3.11869271874511,4.23752631675359,1.46592828117123
"S154","versicolor",5.84943121847989,2.51173137720756,4.3742584519304,1.08610884198823
"S155","versicolor",6.26108803160133,2.57634156079885,4.37202522077095,1.15748751960081
"S156","versicolor",5.8446130859776,2.46779754160483,4.29954310026192,1.47732173876068
"S157","versicolor",7.12354618178959,3.01315933782502,5.04206802430475,1.27525840485314
"S158","versicolor",4.83067221773728,2.48007623231433,3.94415160845696,1.20853591592169
"S159","versicolor",6.46278088695202,3.11848841459088,5.27075509927772,1.86313286620041
"S160","versicolor",6.55055065229158,2.88479614439877,3.89622285079712,1.30302410829395
"S161","versicolor",6.72944261242632,2.63689043920651,4.76036158930371,1.2438195837915
"S162","versicolor",5.86653816829503,2.43523586207643,4.09318775521738,1.19260133755882
"S163","versicolor",6.1220920408281,2.77644709446171,4.18591752762085,1.31945498556034
"S164","versicolor",6.05838213349761,2.56167381325616,4.12604237243612,1.1372464885771
"S165","versicolor",6.23323881741112,3.0036835213527,4.49814055922197,1.55802987701712
"S166","versicolor",5.69881931920488,2.8341438142767,4.75832851364577,1.60736141656148
"S167","versicolor",5.64182121218625,2.59103478906349,3.52151244633788,1.22627967257764
"S168","versicolor",5.92741302636858,2.43207738569098,4.22620840605402,1.1496605603701
"S169","versicolor",6.60816921600818,3.1672731374109,4.73885181765415,1.59582511043023
"S170","versicolor",5.79914548547159,2.71338391091849,3.9774088177872,1.23182117405601
"S171","versicolor",5.84346620935803,3.23706963661081,4.21026861653758,1.321946375176
"S172","versicolor",6.46315917008682,2.88246749565141,4.66087627489485,1.40383871414532
"S173","versicolor",5.3055309239951,2.73754580578275,3.44656782296832,1.15417568950261
"S174","versicolor",5.47575812402061,2.74562384418544,3.78123287036046,1.17832038691564
"S175","versicolor",5.33633579461535,2.30962481164909,3.83252584355009,1.00395219479708
"S176","versicolor",5.92756945032742,2.6011387508382,3.99182615655552,1.1743133797776
"S177","versicolor",5.99671720250475,2.52654865290939,3.9684425286087,1.04122136118463
"S178","versicolor",6.33041684816937,2.65034735074614,4.78703880016788,1.77520614118909
"S179","versicolor",6.70944372944937,2.93907372898446,4.60803774302148,1.38356939117237
"S180","versicolor",5.85071330294489,2.66559499828595,4.21413083232068,1.29340634708242
"S181","versicolor",5.73200021743506,2.23968834319714,3.88819341362127,0.988730735835096
"S182","versicolor",5.99370708130701,2.97409919790805,4.40882875428575,1.46160165962154
"S183","versicolor",6.08428137043358,2.63545029993565,4.37390684804997,1.31705031077264
"S184","versicolor",6.83441270905949,2.84068294321026,4.30680580150639,1.25877942440966
"S185","versicolor",5.02794382069145,2.57954677419143,3.47508376909538,1.01778187471315
"S186","versicolor",4.64986714093163,1.98215918236466,3.05883257804204,0.908819731758757
"S187","versicolor",6.708597541963,2.91293873487903,5.07313022712348,1.63951581871789
"S188","versicolor",5.17793832328029,2.34472358448862,3.45344232313797,0.931342372630543
"S189","versicolor",6.364114490349,2.58041644675233,4.208223994606,1.23507014769443
"S190","versicolor",6.53074842342189,2.70020861536365,4.59899004111438,1.30974511924886
"S191","versicolor",5.42739184909665,2.6752613521737,3.56650503794792,1.01477898039363
"S192","versicolor",5.78613640633664,2.7098068032621,3.83654436129556,1.1560852762648
"S193","versicolor",6.5954280357004,2.79206136471197,4.39847978198641,1.31512445186099
"S194","versicolor",6.44290267716072,2.61513102944778,4.47673383685207,1.06768126973254
"S195","versicolor",5.86753456201796,2.28486632643824,4.48371539141802,1.35015743306995
"S196","versicolor",6.61902748649745,2.90588187577957,4.45858845368865,1.43066281179786
"S197","versicolor",6.65537063350497,2.51287495475747,4.40739859505483,1.08864232001261
"S198","versicolor",5.58052786782646,2.68644572124666,4.55861722126125,1.45654184789313
"S199","versicolor",5.28843123767399,2.56323334849152,3.76956855108476,1.15983668655935
"S200","versicolor",6.25671461262939,3.10942752016897,4.70238664558417,1.69170880473997
"S201","virginica",5.96390300417919,2.69741931235617,4.71772599913892,1.9614498522855
"S202","virginica",5.43493015649679,1.7964781574081,4.94231425890283,1.80870553318354
"S203","virginica",7.39455496322285,3.51040213012171,6.32367711357948,2.07266059470457
"S204","virginica",5.98721534766311,3.34775867674198,5.58617073472111,2.33350493957864
"S205","virginica",5.97429524942068,2.2502336356291,4.85367020397082,1.77135187604601
"S206","virginica",7.70857797590356,3.3858937535632,6.25142380832555,2.29011312769514
"S207","virginica",7.43985578622155,3.13022038505322,6.49314199955382,2.41129095462342
"S208","virginica",6.43069874557492,2.75611644595187,5.49556625291708,1.66392598197866
"S209","virginica",7.55862731022967,2.52117287522218,6.60947854133132,2.3959004871377
"S210","virginica",5.9475635131956,2.89912215973897,5.36885400282764,1.80528461879201
"S211","virginica",5.94485513780647,2.92602990592069,4.90176920297035,2.13868771341218
"S212","virginica",6.32532753660824,2.83136723473489,5.0154190957887,1.71909110016014
"S213","virginica",6.54792190928188,2.92328695063585,5.94754207455146,2.45907537624646
"S214","virginica",5.67634682511788,3.65859352466317,5.17527295391552,1.9754778256946
"S215","virginica",6.2826741140767,2.73207666375912,5.57556889918953,1.89745403097268
"S216","virginica",7.49521524219304,2.92919146079831,5.78055630939365,2.13652369934258
"S217","virginica",6.78371006680482,3.23254000486102,5.3619773895683,2.16057562027238
"S218","virginica",6.22489212886378,2.99467675543085,5.09259237871332,1.96329531148016
"S219","virginica",6.37391373749948,2.81515307714849,5.39932393102406,2.26377055623363
"S220","virginica",6.21681092925685,2.73322233164714,5.51513138073882,1.90216459682661
"S221","virginica",5.89548024228745,2.99985592018086,5.09561651988638,2.13784820170329
"S222","virginica",5.42773993997964,2.78781525073842,4.89044269862499,2.2207863378202
"S223","virginica",6.51611507564499,2.75955126327117,5.5963395999639,1.77662501118864
"S224","virginica",6.69922943492147,3.30880172045944,5.36401921526622,2.41272273459112
"S225","virginica",7.1088575673611,3.25559315563516,6.10185730640728,2.24354424200471
"S226","virginica",6.77097598109501,3.07730516584292,5.41443070611073,2.30988315199331
"S227","virginica",6.25522094855946,2.83528743094255,4.94999936379213,2.02981074987055
"S228","virginica",6.32216775252454,2.66222416991536,5.50465667595987,2.0333545509935
"S229","virginica",6.16084540482691,2.73669703048482,4.88937463437314,1.73286657822356
"S230","virginica",8.47763012983705,3.29674890548518,6.95488555328163,2.1146688461486
"S231","virginica",6.12776952630297,2.92288094268125,5.42605847224017,1.89315100934676
"S232","virginica",7.79616943909278,3.13110200008455,6.16840673755371,1.970026628556
"S233","virginica",7.153953505771,3.50893640094991,6.04516282332566,2.57562842036639
"S234","virginica",6.59673747494709,2.57119142703765,5.79068954544487,1.93864760715911
"S235","virginica",5.76828128493878,2.82658834550103,4.85936941834936,1.79877203604356
"S236","virginica",5.79860870228126,2.75162883132506,5.36891398577924,1.8472757792513
"S237","virginica",6.62704770405402,2.72806805853518,5.8531335751952,1.8775991932944
"S238","virginica",6.56191976162256,3.0304157741621,5.3790956880496,1.92780350031243
"S239","virginica",6.03651639292133,2.59039019503733,5.59618970442277,2.22661286084232
"S240","virginica",6.97127130795151,3.15576394710614,5.75604382764384,1.74431354529016
"S241","virginica",6.34654136716572,2.61677489005523,5.7142611314592,2.32361491949688
"S242","virginica",5.19655483414365,2.67789738126833,4.53154592618875,1.83787250503027
"S243","virginica",6.99526031337153,3.38390173868927,6.07138471565896,2.44656408357524
"S244","virginica",5.99855917944816,2.79935286322855,5.547149996536,2.28553917861107
"S245","virginica",6.27313107524881,2.81631958085323,5.56310526457311,1.87709087996961
"S246","virginica",6.0263790157775,3.45553822091828,5.23849082529197,2.58460391526866
"S247","virginica",5.40393740641121,2.44500080294883,4.23341809083708,2.02954786238984
"S248","virginica",7.36213645452379,2.65484072919318,6.13800941781607,1.92513743830498
"S249","virginica",6.90457002038203,3.18318583183513,5.57071610938917,2.37451071368108
"S250","virginica",7.1430931271173,3.3717745536784,5.90178238072651,1.79983520129889
"S251","virginica",5.62312807854429,2.43795919414324,4.73484477841474,1.42280631937327
"S252","virginica",7.4644871602633,2.93594072046366,6.35902143509069,2.11651082470033
"S253","virginica",5.68923004948237,2.31142576947603,4.64409957032569,2.18225618148314
"S254","virginica",6.51498860610701,2.93163028937221,5.807168440083,1.97754570271393
"S255","virginica",7.17663921013385,3.09422921822555,5.92410185847063,2.26343510771195
"S256","virginica",5.69564098885741,2.7150278925171,4.576503010387,1.88765574566588
"S257","virginica",5.34039300358635,3.10134749745293,4.58364406343462,2.47695117826856
"S258","virginica",6.49606992418457,2.67576977867468,5.26725531296278,1.83659082007098
"S259","virginica",6.95532014737706,3.09727143369096,5.81090338822502,2.17290335668538
"S260","virginica",6.08823234100392,3.0781512886812,5.12221477231176,2.62487347786868
"S261","virginica",6.63605553436801,2.72052142479434,5.78196100991546,1.77250941110685
"S262","virginica",6.91312476859304,3.49954223183044,5.7243322189011,2.32942723109986
"S263","virginica",6.4847769869636,2.60427514908676,6.00497076103911,2.10351241237551
"S264","virginica",6.6180858706446,2.97394216672486,5.49176000743115,1.90071248268702
"S265","virginica",7.29847630211876,2.71732189519516,6.07114060202576,1.87285047171598
"S266","virginica",7.0584128760998,3.58846652799739,5.81442463524263,2.3153715226248
"S267","virginica",6.77369839311711,3.41566027199479,5.36555398523636,2.07880880882207
"S268","virginica",6.07549359802964,2.79123382730092,5.5240882474202,1.78197169888691
"S269","virginica",6.04541785181604,3.11098199785011,5.35964329841645,2.06332351698297
"S270","virginica",6.66701131686197,3.03571120836874,5.35564045846905,2.11023171199261
"S271","virginica",6.18513287913459,2.93858508831328,5.1525254917292,1.80379051717129
"S272","virginica",6.87235185966091,3.23046412560324,5.82697884044051,2.50965684552373
"S273","virginica",6.49883355750631,2.70477173078014,6.05480774345527,2.24474076693859
"S274","virginica",6.49220564147427,2.7367961635395,5.48066741066064,2.19042744153113
"S275","virginica",6.67019925070381,2.91109140682363,5.05681958058949,1.77635559715761
"S276","virginica",6.52106518135867,2.97802002013623,5.90456400496288,2.36210981387795
"S277","virginica",6.93743588172466,3.10665398169735,5.7766109540913,2.02099140601465
"S278","virginica",6.71028854217374,2.97780398552661,5.98053187033495,1.924212512232
"S279","virginica",6.49971652673914,2.67551972946603,5.12205471441925,1.68539524192874
"S280","virginica",6.43673119246393,2.91691485447771,5.20405589200296,2.06303466939755
"S281","virginica",6.11544003742157,2.80162844845462,5.18259097933074,1.88399144795623
"S282","virginica",6.00140005081636,2.77515519547461,4.99887358403673,2.30905579919938
"S283","virginica",6.68985954142925,3.2282535765753,5.69895481766285,2.0420965533054
"S284","virginica",7.59707476057148,3.29552025538861,6.42520118921039,2.09211172137447
"S285","virginica",6.16731026318324,2.77965643397467,5.22407327892027,2.0615469042104
"S286","virginica",6.36477452693263,2.83483323360412,5.23555903096268,1.83095667913327
"S287","virginica",6.33541902458357,2.89352137694839,5.3520729688114,1.69445956972805
"S288","virginica",5.48261821166702,2.72756771211368,4.92442314595831,1.97836106656753
"S289","virginica",6.91445242378798,3.40682631902613,5.80206180355413,2.44719400123681
"S290","virginica",6.13495565414158,2.4512664857323,5.30526288736673,1.87366664651014
"S291","virginica",6.69614994351863,3.49334414897819,5.67709717486365,2.61857745645273
"S292","virginica",6.29168698999305,2.95134088871681,5.41938532554993,1.99537409743629
"S293","virginica",6.92205542424831,3.33254543465489,5.99122421941697,2.15974061645389
"S294","virginica",7.34135251866934,2.99167089588079,6.16128783993953,2.16057560725189
"S295","virginica",6.42080467198405,2.60529129453712,5.43811565410523,1.90188482783977
"S296","virginica",6.71827826644522,3.04662803425943,5.99782550902429,2.09736377913152
"S297","virginica",6.39803318253931,2.88984550894164,5.20680709928154,1.97752573567329
"S298","virginica",6.96513551546829,3.0103087275631,5.9469442612845,2.42249928245072
"S299","virginica",6.25352229277856,2.55863543640534,5.58514264994052,1.73251651723381
"S300","virginica",5.44987023072841,2.40097908597937,5.00177402540413,1.59663334418022
